case_id,week,weight,state,dma,nielsen,countyc,adi,metro,region,division,ownhome,marital,employ,hhcomp,adults,kids1217,kids611,kids06,parent,age,age2,educ2,educ,income,race,partyrot,party,ideorot,ideo,regvote,sex,ident,l1,c1,usborn,relig,religopen,denom,denomopen,born,jewid,secular,jdenom,year,demh1,demh2,date,sexorient_1,sexorient_2,sexorient_3,sexorient_4,sexorient_5,fipscode,cbsacode,cbsatitle,density,q1,q2,q3rot,q3,q4,q5,q6,q7,q8a,q8b,q8c,formsplit,q9,q10,q11,q12,q13,q14_1,q14_2,q14_3,q14_4,q14_5,q14_6,partyln,allcat,gender,racecat,agecat,gencat,educat,educat2,whteduc2,whtedgen,inccat,regcat,partycat,partylean,ideocat,reltrad,catholic
50000234,842,0.5075,MA,506,A,23, ,3,1,1,1,3,1,2,2, , , ,2,50, ,6,4,12,99,1,3,1,3,1,1,1,1, , ,2,, ,, , , , ,18,1,1,181019,0,0,0,0,1,25023,14460,"Boston-Cambridge-Newton, MA-NH",3,1,2,1,3,3,1,3,1,1,2,1,1,2,2,3,2,3,0,0,0,0,1,0,9,1,1,9,3,2,3,2,3,9,4,1,2,2,2,4,0
50000235,842,1.187,NJ,501,A,23, ,4,1,2,1,1,2,4,3,1,0,0,2,22, ,3,2,2,5,1,3,2,4,2,1,1,1, ,1,96,, ,, ,2, , ,18,2, ,181019,0,0,1,0,0,34023,35620,"New York-Newark-Jersey City, NY-NJ-PA",5,1,2,2,2, ,3,3,3,1,4,1,1,1,2,3,1,2,1,0,0,0,0,0,2,1,1,3,1,1,1,1,0,0,1,1,2,3,3,6,0
50000236,842,0.379,NY,532,B,1, ,5,1,2,1,5,3,3,3, , , ,2,80, ,8,5,98,1,2,3,2,2,1,1,1,1, , ,90,, ,, ,2,2, ,18, , ,181019,1,0,0,0,0,36001,10580,"Albany-Schenectady-Troy, NY",3,2,2,1,1, ,2,3,9,2,9,9,2,1,3,3,1,2,0,0,0,0,1,0,9,1,1,1,4,4,3,2,2,3,9,1,2,2,1,6,0
50000237,842,0.6172,GA,524,A,121, ,2,3,5,1,5,3,2,2, , , ,2,81, ,3,2,15,1,1,1,1,2,1,1,1,1, , ,22,, ,,1, , , ,18, , ,181019,1,0,0,0,0,13121,12060,"Atlanta-Sandy Springs-Roswell, GA",4,1,2,1,1, ,1,1,3,2,1,3,1,2,3,3,2,2,0,0,0,0,1,0, ,1,1,1,4,4,1,1,1,1,4,3,1,1,1,1,0
50000239,842,0.25,TX,618,A,201, ,1,3,7,2,5,3,1,1, , , ,2,90, ,6,4,3,1,1,1,1,2,2,1,1,1, , ,2,, ,, , , , ,18, , ,181019,1,0,0,0,0,48201,26420,"Houston-The Woodlands-Sugar Land, TX",5,5,5,1,1, ,1,1,4,3,4,4,1,9,4,3,2,1,0,1,0,0,0,0, ,1,1,1,4,4,3,2,2,3,1,3,1,1,1,4,1
50000240,842,0.3203,ID,652,D,85, ,5,4,8,1,5,3,1,1, , , ,2,76, ,7,5,5,1,1,2,2,2,1,2,1,2, , ,2,, ,, , , , ,18, , ,181019,1,0,0,0,0,19085,36540,"Omaha-Council Bluffs, NE-IA",1,1,2,1,2, ,2,2,3,4,3,3,1,1,2,3,1,3,1,0,0,0,0,0, ,1,2,1,4,4,3,2,2,4,2,4,3,3,1,4,1
50000241,842,0.4964,KY,659,D,57, ,5,3,6,1,2,1,4,4, , , ,2,34, ,6,4,6,1,1,1,2,2,1,1,1,1, , ,7,, ,, , , ,5,18,1,6,181019,1,0,0,0,0,21057, ,,1,1,2,2,1, ,1,1,2,2,2,2,1,1,2,2,2,3,0,1,0,0,0,0, ,1,1,1,2,1,3,2,2,3,3,3,1,1,1,7,0
50000242,842,1.2678,NJ,501,A,23, ,4,1,2,1,3,1,2,2, , , ,2,49, ,6,4,7,2,1,2,1,3,1,2,1,1, , ,16,, ,,8, , , ,18,1,1,181019,1,0,0,0,0,34023,35620,"New York-Newark-Jersey City, NY-NJ-PA",5,2,3,2,2, ,4,2,2,4,2,2,1,1,1,3,1,2,0,0,0,0,1,0, ,1,2,2,2,2,3,2,0,0,3,1,3,3,2,3,0
50000243,842,0.4301,NJ,622,B,89, ,3,1,2,1,3,3,2,2, , , ,2,70, ,6,4,7,3,1,2,1,5,1,2,1,1, ,1,90,, ,, ,2,2, ,18, , ,181019,1,0,0,0,0,22089,35380,"New Orleans-Metairie, LA",2,1,1,1,2, ,4,1,3,1,4,1,1,1,1,1,1,1,0,0,0,1,0,0, ,1,2,3,4,3,3,2,0,0,3,1,3,3,3,6,0
50000244,842,1.6694,NY,538,B,55, ,1,1,2,2,1,6,1,1, , , ,2,20, ,5,3,98,2,1,3,1,4,2,2,1,2, , ,16,, ,,2, , , ,18,1,2,181019,1,0,0,0,0,36055,40380,"Rochester, NY",4,1,1,1,9,9,3,3,4,9,9,9,1,1,9,9,9,9,0,0,0,0,1,0,9,1,2,2,1,0,2,1,0,0,9,1,2,2,3,3,0
50000245,842,0.3464,KY,632,D,83, ,5,3,6,1,6,1,1,1, , , ,2,67, ,3,2,4,1,1,1,1,1,1,1,1,1, , ,15,, ,,1, , , ,18, , ,181019,1,0,0,0,0,21083, ,,1,1,3,2,1, ,1,1,1,2,1,3,1,1,3,3,2,2,1,0,0,0,0,0, ,1,1,1,4,3,1,1,1,1,2,3,1,1,1,1,0
50000246,842,0.25,MO,609,A,510, ,3,2,4,2,6,3,1,1, , , ,2,74, ,6,4,4,3,1,3,1,5,1,1,1,1, ,1,22,, ,,1, , , ,18, , ,181019,1,0,0,0,0,29510,41180,"St. Louis, MO-IL",5,1,3,1,2, ,1,3,3,3,3,1,1,1,1,3,1,3,0,0,0,1,0,0,2,1,1,3,4,4,3,2,0,0,2,2,2,3,3,3,0
50000247,842,0.4001,IA,652,D,71, ,5,2,4,1,6,3,1,1, , , ,2,55, ,6,4,12,1,1,3,2,5,2,2,1,1, , ,90,, ,, ,2,2, ,18,2, ,181019,1,0,0,0,0,19071, ,,1,5,4,2,9,9,4,1,2,9,3,2,1,1,2,3,2,2,0,0,1,0,0,0,9,1,2,1,3,3,3,2,2,4,4,2,2,2,3,6,0
50000248,842,0.97,MS,640,D,107, ,5,3,6,1,3,3,2,2, , , ,2,59, ,4,3,6,1,1,1,2,4,1,2,1,1, , ,22,, ,,1, , , ,18,1,1,181019,1,0,0,0,0,28107, ,,1,1,2,2,1, ,2,3,4,3,1,4,2,1,4,1,2,2,1,0,0,0,0,0, ,1,2,1,3,3,2,1,1,2,3,3,1,1,3,1,0
50000249,842,0.4356,MA,506,A,21, ,3,1,1,2,3,2,2,2, , , ,2,77, ,8,5,14,1,2,3,1,2,1,1,1,1, , ,2,, ,, , , , ,18, , ,181019,1,0,0,0,0,25021,14460,"Boston-Cambridge-Newton, MA-NH",4,1,2,2,1, ,2,3,3,1,4,1,2,1,2,3,1,2,0,0,0,1,0,0,1,1,1,1,4,4,3,2,2,3,4,1,2,1,1,4,1
50000250,842,0.3356,TX,657,C,181, ,2,3,7,1,1,7,1,1, , , ,2,47, ,6,4,1,1,2,1,1,3,1,1,1,1, , ,23,, ,,1, , , ,18,1,4,181019,0,1,0,0,0,48181,43300,"Sherman-Denison, TX",2,2,2,2,1, ,1,1,2,1,4,1,2,2,3,2,2,2,1,0,0,0,0,0, ,1,1,1,2,2,3,2,2,3,1,3,1,1,2,1,0
50000251,842,1.0545,WI,658,B,87, ,1,2,3,2,5,3,2,2, , , ,2,50, ,4,3,4,1,2,3,2,3,1,2,1,1, , ,8,, ,,1, , , ,18,1,2,181019,1,0,0,0,0,55087,11540,"Appleton, WI",2,1,1,2,1, ,1,1,3,3,3,1,2,1,2,3,2,3,0,0,0,0,1,0,1,1,2,1,3,2,2,1,1,2,2,2,2,1,2,1,0
50000252,842,1.7275,IA,679,B,153, ,1,2,4,1,3,1,3,3, , , ,2,58, ,4,3,14,1,2,1,1,1,1,2,1,1, , ,2,, ,, , , , ,18,1,1,181019,1,0,0,0,0,19153,19780,"Des Moines-West Des Moines, IA",3,1,2,1,1, ,1,1,1,4,1,3,2,2,4,3,2,1,0,0,0,0,1,0, ,1,2,1,3,3,2,1,1,2,4,2,1,1,1,4,1
50000253,842,2.1758,TX,618,A,201, ,1,3,7,1,3,4,7,5,2,0,0,1,45, ,3,2,5,3,2,3,1,3,2,2,3,1, ,3,2,, ,, , , , ,18,2, ,181019,1,0,0,0,0,48201,26420,"Houston-The Woodlands-Sugar Land, TX",5,5,4,1,2, ,4,3,4,2,3,2,2,1,2,3,2,3,0,0,0,0,1,0,2,1,2,3,2,2,1,1,0,0,2,3,2,3,2,4,2
50000255,842,1.7811,FL,592,C,1, ,1,3,5,1,3,3,4,4, , , ,2,57, ,5,3,7,2,2,2,1,3,1,2,1,1, , ,13,, ,,2, , , ,18,1,1,181019,1,0,0,0,0,12001,23540,"Gainesville, FL",2,1,1,2,2, ,4,3,4,3,4,3,2,1,1,1,1,2,0,0,0,0,1,0, ,1,2,2,3,3,2,1,0,0,3,3,3,3,2,3,0
50000257,842,1.1227,TN,659,D,177, ,5,3,6,1,3,1,3,3, , , ,2,63, ,4,3,5,1,2,1,1,2,1,2,1,1, , ,1,, ,,1, , , ,18,1,1,181019,1,0,0,0,0,47177, ,,1,1,1,2,1, ,2,3,2,3,1,3,2,1,9,3,2,2,0,0,0,0,1,0, ,1,2,1,3,3,2,1,1,2,2,3,1,1,1,1,0
50000258,842,1.0685,KY,659,D,171, ,5,3,6,1,3,4,3,3, , , ,2,83, ,3,2,3,1,2,1,1,5,2,2,1,1, , ,27,, ,,1, , , ,18, , ,181019,1,0,0,0,0,21171, ,,1,5,5,1,1, ,4,3,4,4,4,4,2,2,4,2,2,3,0,0,0,0,1,0, ,1,2,1,4,4,1,1,1,2,1,3,1,1,3,1,0
50000262,842,0.6333,OK,671,B,143, ,1,3,7,1,5,4,1,1, , , ,2,77, ,5,3,99,1,2,2,1,3,1,2,1,2, , ,22,, ,,1, , , ,18, , ,181019,1,0,0,0,0,40143,46140,"Tulsa, OK",4,1,1,2,2, ,2,3,4,2,9,2,2,9,2,3,2,9,0,0,0,0,1,0, ,1,2,1,4,4,2,1,1,2,9,3,3,3,2,1,0
50000263,842,0.8812,TX,623,A,113, ,2,3,7,1,5,7,3,3, , , ,2,72, ,5,3,3,1,2,2,1,2,1,2,1,1, , ,22,, ,,1, , , ,18, , ,181019,1,0,0,0,0,48113,19100,"Dallas-Fort Worth-Arlington, TX",5,1,1,1,2, ,2,3,4,4,3,4,1,1,2,3,2,2,0,0,0,1,0,0, ,1,2,1,4,3,2,1,1,2,1,3,3,3,1,1,0
50000265,842,0.5857,ND,724,C,17, ,1,2,4,1,3,2,2,2, , , ,2,67, ,6,4,5,1,2,2,2,4,1,2,1,1, , ,15,, ,,2, , , ,18, , ,181019,1,0,0,0,0,38017,22020,"Fargo, ND-MN",1,1,2,1,2, ,4,2,2,2,2,2,1,1,2,3,1,2,1,0,0,0,0,0, ,1,2,1,4,3,3,2,2,4,2,2,3,3,3,2,0
50000266,842,1.5264,NY,501,A,5, ,1,1,2,2,3,2,5,3,0,1,1,2,64, ,1,1,2,3,1,2,2,4,1,2,3,1, ,3,2,, ,, , , , ,18,1,3,181019,0,0,0,0,1,36005,35620,"New York-Newark-Jersey City, NY-NJ-PA",5,1,2,1,2, ,2,3,4,2,3,2,1,1,2,2,2,1,0,0,0,0,1,0, ,1,2,3,3,3,1,1,0,0,1,1,3,3,3,4,2
50000267,842,0.2609,AZ,753,C,25, ,5,4,8,2,1,3,1,1, , , ,2,72, ,4,3,1,1,1,1,1,1,1,1,1,1, , ,22,, ,,1, , , ,18, , ,181019,0,0,0,0,1,04025,39140,"Prescott, AZ",1,1,3,2,1, ,1,1,4,2,2,3,1,1,3,3,2,1,0,0,0,1,0,0, ,1,1,1,4,3,2,1,1,1,1,4,1,1,1,1,0
50000268,842,0.7479,WA,881,D,47, ,5,4,9,2,3,8,4,4, , , ,2,58, ,98,9,3,5,1,2,2,5,2,1,3,1, ,3,2,, ,, , , , ,18,2, ,181019,1,0,0,0,0,53047, ,,1,5,9,2,3,2,4,3,4,2,9,2,1,1,4,2,2,2,0,0,0,0,1,0, ,1,1,3,3,3,9,9,0,0,1,4,3,3,3,4,2
50000269,842,0.2576,AZ,789,B,19, ,1,4,8,1,5,3,1,1, , , ,2,78, ,8,5,14,1,1,2,1,3,2,2,1,1, , ,7,, ,, , , ,1,18, , ,181019,0,0,1,0,0,04019,46060,"Tucson, AZ",1,1,1,1,2, ,3,3,2,1,4,3,1,1,2,3,1,2,0,1,0,0,0,0, ,1,2,1,4,4,3,2,2,4,4,4,3,3,2,7,0
50000270,842,0.5672,AZ,753,B,15, ,3,4,8,1,3,3,3,3, , , ,2,67, ,4,3,6,1,1,2,2,4,1,1,1,1, , ,96,, ,, ,2, , ,18, , ,181019,1,0,0,0,0,04015,29420,"Lake Havasu City-Kingman, AZ",1,1,2,2,2, ,4,2,2,1,4,1,1,1,1,3,1,1,0,0,0,1,0,0, ,1,1,1,4,3,2,1,1,1,3,4,3,3,3,6,0
50000271,842,0.4603,UT,770,B,35, ,2,4,8,1,3,1,3,2,1,0,0,1,52, ,6,4,12,1,1,1,1,2,1,1,1,1, , ,26,, ,,1, , , ,18,1,1,181019,1,0,0,0,0,49035,41620,"Salt Lake City, UT",4,2,2,1,1, ,2,3,1,1,2,3,1,1,3,3,1,2,0,0,0,0,1,0, ,1,1,1,3,2,3,2,2,3,4,4,1,1,1,1,0
50000272,842,0.6122,OR,801,C,11, ,5,4,9,2,6,3,1,1, , , ,2,71, ,3,2,2,1,2,2,1,3,1,2,1,2, , ,1,, ,,1, , , ,18, , ,181019,1,0,0,0,0,41011, ,,1,1,2,1,3,3,2,3,4,4,4,2,2,1,1,3,1,1,1,0,0,0,0,0, ,1,2,1,4,3,1,1,1,2,1,4,3,3,2,1,0
50000273,842,0.7818,CA,862,A,95, ,2,4,9,2,1,6,3,2,0,1,0,2,23, ,6,4,7,2,2,2,2,5,2,1,1,1, , ,90,, ,, ,2,2, ,18,1,1,181019,0,0,1,0,0,06095,46700,"Vallejo-Fairfield, CA",3,2,1,2,2, ,4,2,1,1,4,1,2,1,2,1,1,2,0,1,0,0,0,0, ,1,1,2,1,1,3,2,0,0,3,4,3,3,3,6,0
50000274,842,0.65,CA,803,A,37, ,2,4,9,1,3,3,2,2, , , ,2,81, ,8,5,4,1,2,3,1,3,1,2,1,1, , ,15,, ,,1, , , ,18, , ,181019,1,0,0,0,0,06037,31080,"Los Angeles-Long Beach-Anaheim, CA",5,5,3,2,1, ,1,3,2,2,1,3,2,1,2,3,1,2,0,0,0,1,0,0,1,1,2,1,4,4,3,2,2,4,2,4,2,1,2,1,0
50000275,842,0.3131,OR,881,D,63, ,5,4,9,1,3,1,2,2, , , ,2,66, ,8,5,12,1,2,1,2,2,1,1,1,1, , ,22,, ,,1, , , ,18, , ,181019,1,0,0,0,0,41063, ,,1,1,2,2,1, ,1,1,4,3,2,4,2,2,3,2,2,1,0,0,0,0,1,0, ,1,1,1,4,3,3,2,2,3,4,4,1,1,1,1,0
50000276,842,0.4267,WA,819,C,41, ,5,4,9,1,6,3,4,2,2,0,0,2,59, ,4,3,7,1,2,3,1,1,1,1,1,1, , ,15,, ,,2, , , ,18,1,2,181019,1,0,0,0,0,53041, ,,1,1,2,2,1, ,1,1,1,2,1,4,2,2,2,3,2,2,0,1,0,0,0,0,2,1,1,1,3,3,2,1,1,1,3,4,2,3,1,2,0
50000277,842,0.3948,CA,825,B,73, ,2,4,9,2,4,1,3,2,1,0,0,2,45, ,6,4,5,5,2,2,1,3,2,1,1,1, ,2,2,, ,, , , , ,18,1,1,181019,1,0,0,0,0,06073,41740,"San Diego-Carlsbad, CA",3,3,2,1,2, ,4,1,4,1,4,1,2,1,3,1,1,2,0,0,0,0,1,0, ,1,1,3,2,2,3,2,0,0,2,4,3,3,2,4,2
50000278,842,0.3624,CA,803,A,71, ,4,4,9,1,3,3,5,3,0,1,1,2,66, ,6,4,12,1,1,2,2,4,1,1,1,1, , ,7,, ,, , , ,1,18, , ,181019,1,0,0,0,0,06071,40140,"Riverside-San Bernardino-Ontario, CA",1,1,2,2,2, ,4,2,2,1,4,1,2,1,2,1,1,2,0,0,0,0,1,0, ,1,1,1,4,3,3,2,2,3,4,4,3,3,3,7,0
50000279,842,0.5985,CA,855,B,83, ,1,4,9,1,1,1,2,2, , , ,2,30, ,3,2,15,5,2,3,1,4,1,1,1,1, ,1,2,, ,, , , , ,18,1,1,181019,1,0,0,0,0,06083,42200,"Santa Maria-Santa Barbara, CA",2,1,1,2,2, ,4,2,2,2,3,3,2,1,1,3,1,2,0,0,0,1,0,0,2,1,1,3,2,1,1,1,0,0,4,4,2,3,3,4,2
50000282,842,0.6317,AK,743,D,122, ,5,4,9,1,5,3,1,1, , , ,2,64, ,3,2,2,1,1,2,1,2,1,2,1,1, , ,8,, ,,1, , , ,18,2, ,181019,1,0,0,0,0,02122, ,,1,3,2,1,2, ,2,2,4,4,4,1,2,1,1,1,1,2,0,0,0,0,1,0, ,1,2,1,3,3,1,1,1,2,1,4,3,3,1,1,0
50000283,842,0.3973,OR,820,B,67, ,3,4,9,1,3,3,2,2, , , ,2,77, ,8,5,99,1,1,3,2,4,1,1,1,1, , ,2,, ,, , , , ,18, , ,181019,1,0,0,0,0,41067,38900,"Portland-Vancouver-Hillsboro, OR-WA",3,1,2,1,2, ,4,3,2,1,4,1,1,1,2,3,1,2,0,0,0,1,0,0,2,1,1,1,4,4,3,2,2,3,9,4,2,3,3,4,1
50000284,842,0.958,DC,819,A,35, ,2,3,5,2,6,6,6,2,2,2,0,2,23, ,3,2,13,5,1,1,1,3,1,1,1,1, ,1,2,, ,, , , , ,18,2, ,181019,1,0,0,0,0,53035,14740,"Bremerton-Silverdale, WA",3,1,2,1,1, ,1,3,3,3,2,1,1,2,2,3,2,2,0,1,0,0,0,0, ,1,1,3,1,1,1,1,0,0,4,3,1,1,2,4,2
50000285,842,0.9056,CA,862,B,61, ,3,4,9,1,3,3,2,2, , , ,2,77, ,5,3,2,1,1,1,2,2,1,2,1,1, , ,2,, ,, , , , ,18, , ,181019,1,0,0,0,0,06061,40900,"Sacramento--Roseville--Arden-Arcade, CA",2,1,3,2,1, ,1,3,3,1,4,2,1,2,3,3,2,3,1,0,0,0,0,0, ,1,2,1,4,4,2,1,1,2,1,4,1,1,1,4,1
50000286,842,0.7523,CA,803,A,37, ,1,4,9,1,3,3,3,3, , , ,2,70, ,6,4,1,1,1,3,1,5,1,2,1,1, , ,7,, ,, , , ,5,18, , ,181019,1,0,0,0,0,06037,31080,"Los Angeles-Long Beach-Anaheim, CA",5,2,3,1,2, ,4,3,2,3,3,2,1,1,1,3,1,1,0,1,0,0,0,0,2,1,2,1,4,3,3,2,2,4,1,4,2,3,3,7,0
50000287,842,0.3447,CA,825,B,73, ,2,4,9,1,5,3,6,3,2,1,0,2,85, ,6,4,7,1,1,3,1,2,1,1,1,1, , ,22,, ,,2, , , ,18, , ,181019,1,0,0,0,0,06073,41740,"San Diego-Carlsbad, CA",3,1,2,1,2, ,1,3,3,2,2,2,1,1,2,3,1,2,0,0,0,1,0,0,1,1,1,1,4,4,3,2,2,3,3,4,2,1,1,2,0
50000290,842,0.4441,CA,807,A,1, ,2,4,9,1,4,1,1,1, , , ,2,60, ,8,5,7,1,1,3,2,3,1,2,1,1, , ,90,, ,, ,2,2, ,18,1,1,181019,1,0,0,0,0,06001,41860,"San Francisco-Oakland-Hayward, CA",5,1,4,2,2, ,3,3,3,3,2,1,1,1,1,3,1,2,0,0,1,0,0,0,2,1,2,1,3,3,3,2,2,4,3,4,2,3,2,6,0
50000291,842,1.1251,CA,803,A,71, ,4,4,9,1,6,6,2,2, , , ,2,52, ,3,2,6,2,1,3,2,1,2,1,1,2, , ,2,, ,, , , , ,18,2, ,181019,1,0,0,0,0,06071,40140,"Riverside-San Bernardino-Ontario, CA",1,5,5,2,2, ,4,3,4,4,4,4,1,2,2,3,2,3,1,0,0,0,0,0,2,1,1,2,3,2,1,1,0,0,3,4,2,3,1,4,3
50000292,842,0.5115,CA,807,A,41, ,3,4,9,2,6,1,1,1, , , ,2,68, ,5,3,7,1,2,1,2,2,1,2,1,1, , ,2,, ,, , , , ,18, , ,181019,1,0,0,0,0,06041,41860,"San Francisco-Oakland-Hayward, CA",3,1,1,2,9,9,2,3,2,3,3,3,2,1,4,3,2,2,1,0,0,0,0,0, ,1,2,1,4,3,2,1,1,2,3,4,1,1,1,4,1
50000293,842,0.3131,CA,802,C,23, ,5,4,9,1,3,3,6,2,2,2,0,2,82, ,6,4,6,1,2,3,2,4,1,1,1,1, , ,90,, ,, ,2,2, ,18, , ,181019,1,0,0,0,0,06023, ,,1,1,1,2,2, ,4,3,1,1,4,2,2,1,1,1,1,1,0,0,0,0,1,0,2,1,1,1,4,4,3,2,2,3,3,4,2,3,3,6,0
50000294,842,0.4337,CA,803,A,65, ,4,4,9,1,2,2,2,2, , , ,2,69, ,8,5,6,1,2,2,1,5,1,2,1,1, , ,90,, ,, ,2,2, ,18, , ,181019,0,1,0,0,0,06065,40140,"Riverside-San Bernardino-Ontario, CA",2,1,1,2,2, ,3,2,2,1,4,1,2,1,1,3,1,3,1,1,1,1,0,0, ,1,2,1,4,3,3,2,2,4,3,4,3,3,3,6,0
50000295,842,0.4443,IN,527,B,97, ,1,2,3,1,3,3,2,2, , , ,2,87, ,8,5,9,1,2,2,2,4,1,1,1,1, , ,2,, ,, , , , ,18, , ,181020,1,0,0,0,0,18097,26900,"Indianapolis-Carmel-Anderson, IN",5,1,1,1,3,9,1,3,4,2,3,9,2,1,2,3,1,3,0,0,0,0,1,0, ,1,1,1,4,4,3,2,2,3,9,2,3,3,3,4,1
50000296,842,0.6315,NY,501,A,103, ,4,1,2,1,3,3,2,2, , , ,2,70, ,8,5,99,1,2,2,2,4,1,2,1,1, , ,7,, ,, , , ,1,18, , ,181020,1,0,0,0,0,36103,35620,"New York-Newark-Jersey City, NY-NJ-PA",4,1,1,2,2, ,4,2,2,1,4,1,1,1,1,3,1,2,1,1,1,1,0,0, ,1,2,1,4,3,3,2,2,4,9,1,3,3,3,7,0
50000297,842,0.7432,MI,563,B,77, ,1,2,3,1,3,2,2,2, , , ,2,67, ,8,5,10,1,2,3,2,3,1,2,1,1, , ,25,, ,,2, , , ,18, , ,181020,1,0,0,0,0,26077,28020,"Kalamazoo-Portage, MI",3,1,1,2,2, ,2,3,2,1,4,9,1,1,2,1,1,2,0,0,0,0,1,0,2,1,2,1,4,3,3,2,2,4,3,2,2,3,2,2,0
50000298,842,0.5374,PA,504,A,45, ,3,1,2,1,3,1,2,2, , , ,2,62, ,6,4,8,1,2,3,1,2,1,1,1,1, , ,2,, ,, , , , ,18,1,1,181020,1,0,0,0,0,42045,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",5,1,1,2,1, ,1,1,4,3,1,9,1,2,3,3,2,2,0,0,0,0,1,0,1,1,1,1,3,3,3,2,2,3,4,1,2,1,1,4,1
50000299,842,0.4367,GA,525,D,71, ,5,3,5,1,6,4,4,2,1,1,0,2,60, ,8,5,6,7,2,1,2,1,1,2,1,1, , ,1,, ,,1, , , ,18,1,0,181020,1,0,0,0,0,13071, ,,1,1,2,2,1, ,1,1,1,9,1,4,1,2,3,3,2,2,0,1,0,0,0,0, ,1,2,4,3,3,3,2,0,0,3,3,1,1,1,3,0
50000300,842,0.706,NC,560,C,51, ,1,3,5,1,3,1,9,9, , , ,2,45, ,6,4,6,3,2,3,2,2,1,1,1,1, ,1,22,, ,,1, , , ,18,1,0,181020,1,0,0,0,0,37051,22180,"Fayetteville, NC",3,3,4,1,1, ,1,3,3,9,9,3,1,2,4,2,2,2,0,1,0,0,0,0,1,1,1,3,2,2,3,2,0,0,3,3,2,1,1,3,0
50000305,842,0.7717,NJ,504,A,7, ,3,1,2,1,3,1,2,2, , , ,2,99,4,6,4,6,2,1,2,1,3,1,2,1,1, , ,22,, ,,1, , , ,18, , ,181020,1,0,0,0,0,34007,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",4,1,1,1,2, ,4,2,2,1,3,2,2,1,2,1,1,3,0,1,0,0,0,0, ,1,2,2,4,99,3,2,0,0,3,1,3,3,2,3,0
50000306,842,0.9912,NY,514,B,63, ,1,1,2,1,3,3,2,2, , , ,2,66, ,4,3,99,1,1,1,2,1,1,2,1,1, , ,15,, ,,2, , , ,18, , ,181020,0,0,0,0,1,36063,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",3,1,1,1,1, ,1,1,1,1,2,2,2,1,3,3,2,3,0,0,0,0,1,0, ,1,2,1,4,3,2,1,1,2,9,1,1,1,1,2,0
50000307,842,0.5075,NH,506,A,15, ,3,1,1,1,3,1,4,2,2,0,0,1,51, ,8,5,15,1,1,3,2,3,1,1,1,1, , ,2,, ,, , , , ,18,1,1,181020,1,0,0,0,0,33015,14460,"Boston-Cambridge-Newton, MA-NH",3,1,2,1,1, ,2,1,1,1,3,1,2,1,2,3,1,2,0,0,0,0,1,0,1,1,1,1,3,2,3,2,2,3,4,1,2,1,2,4,1
50000308,842,1.1194,MO,619,D,167, ,5,2,4,1,3,3,2,2, , , ,2,72, ,3,2,5,1,1,3,1,3,1,2,1,1, , ,15,, ,,2, , , ,18, , ,181020,1,0,0,0,0,29167,44180,"Springfield, MO",1,2,2,1,2, ,1,1,2,2,3,2,2,1,2,3,1,1,0,0,0,1,0,0,1,1,2,1,4,3,1,1,1,2,2,2,2,1,2,2,0
50000309,842,0.8274,KS,678,B,173, ,1,2,4,1,1,1,3,3, , , ,2,57, ,6,4,4,1,1,1,1,1,1,2,1,1, , ,15,, ,,1, , , ,18,1,1,181020,1,0,0,0,0,20173,48620,"Wichita, KS",3,1,3,1,1, ,1,1,3,4,1,4,2,1,3,3,2,1,0,0,0,0,1,0, ,1,2,1,3,3,3,2,2,4,2,2,1,1,1,1,0
50000311,842,0.5006,TX,635,D,299, ,5,3,7,1,6,1,1,1, , , ,2,52, ,3,2,6,1,1,3,2,3,1,1,1,2, , ,90,, ,, ,2,2, ,18,1,1,181020,1,0,0,0,0,48299, ,,1,1,3,2,3,3,4,3,4,3,1,3,2,2,3,3,2,3,0,0,0,1,0,0,1,1,1,1,3,2,1,1,1,1,3,3,2,1,2,6,0
50000312,842,0.2958,TX,618,A,201, ,2,3,7,1,5,3,1,1, , , ,2,99,4,6,4,1,4,1,2,2,1,1,2,1,1, ,3,23,, ,,1, , , ,18, , ,181020,1,0,0,0,0,48201,26420,"Houston-The Woodlands-Sugar Land, TX",5,4,1,1,2, ,1,1,3,4,3,4,2,1,3,2,2,3,1,1,0,1,0,0, ,1,2,3,4,99,3,2,0,0,1,3,3,3,1,3,0
50000313,842,1.6335,NY,501,A,81, ,1,1,2,2,4,3,8,5,1,2,0,2,62, ,4,3,7,2,1,2,2,4,1,2,1,1, , ,15,, ,,1, , , ,18,1,4,181020,1,0,0,0,0,36081,35620,"New York-Newark-Jersey City, NY-NJ-PA",5,1,1,2,2, ,4,3,4,1,4,2,2,1,4,3,1,3,0,0,0,0,1,0, ,1,2,2,3,3,2,1,0,0,3,1,3,3,3,3,0
50000314,842,0.3534,TX,625,C,27, ,1,3,7,1,3,3,1,1, , , ,2,67, ,6,4,15,2,1,2,1,8,1,1,1,1, , ,11,, ,, , , , ,18, , ,181020,0,0,0,0,1,48027,28660,"Killeen-Temple, TX",2,1,4,2,2, ,1,3,3,2,4,2,2,1,4,1,1,9,0,0,0,0,1,0, ,1,1,2,4,3,3,2,0,0,4,3,3,3,9,7,0
